text,filename,,,
Godkend med MitID.,d0-l80-c2.mp3,,,
Jeg skal betale en regning.,d0-l80-c3.mp3,,,
Banken ringer aldrig og beder om MitID!,d0-l80-c4.mp3,,,
en konto,d0-l80-v02.mp3,,,
en NemKonto,d0-l80-v03.mp3,,,
at åbne en konto,d0-l80-v04.mp3,,,
at oprette,d0-l80-v05.mp3,,,
et betalingskort,d0-l80-v06.mp3,,,
at hæve penge,d0-l80-v07.mp3,,,
at overføre,d0-l80-v08.mp3,,,
netbank,d0-l80-v09.mp3,,,
MitID,d0-l80-v10.mp3,,,
at godkende,d0-l80-v11.mp3,,,
at logge ind,d0-l80-v12.mp3,,,
en regning,d0-l80-v13.mp3,,,
det offentlige,d0-l80-v14.mp3,,,
en bankrådgiver,d0-l80-v15.mp3,,,
svindel,d0-l80-v16.mp3,,,
at lægge på,d0-l80-v17.mp3,,,
tusind,d0-l80-v18.mp3,,,
kontanter,d0-l80-v19.mp3,,,
at slette,d0-l80-v20.mp3,,,
en lås,d0-l80-v21.mp3,,,
en tyv,d0-l80-v22.mp3,,,
at aktivere,d0-l80-v23.mp3,,,
Amir husker kurset: Banken ringer ALDRIG og beder om MitID. — Nej tak. Jeg ringer selv til min bank. Farvel! Han lægger på og ringer til det rigtige nummer.,d0-l80-r1.mp3,,,
godkend med MitID,d0-l80-l9.mp3,,,
to tusind,d0-l80-l10.mp3,,,
"Da en falsk sms kom i sidste uge («Din pakke venter — log ind her»), slettede han den med det samme.",d0-l80-r14.mp3,,,
Hvor skal I hen i ferien?,d0-l81-a.mp3,,,
"Ferieplaner ved frokostbordet (Juni — alle taler om ferie) — Nå, Amir! Hvor skal I hen i sommerferien? — Vi skal til Jylland i uge 29. Vi har lejet et sommerhus ved Vesterhavet. — Dejligt! Vesterhavet er fantastisk — men koldt at bade i! — Det siger min kone også. Og i uge 30 kommer min bror fra Iran og besøger os! — Hyggeligt! Har han været i Danmark før? — Nej, aldrig. Vi skal vise ham København, Legoland og den lille havfrue. — Klassisk program! Og uge 31? — Der skal vi bare slappe af derhjemme. Tre uger — tre slags ferie! (August — efter ferien) — Velkommen tilbage! Hvordan var ferien? — Fantastisk! Sommerhuset var perfekt — vi gik på stranden hver morgen. — Og din bror? — Han elskede Danmark! Han tog tusind billeder og spiste smørrebrød hver dag. Men han frøs hele tiden — «Er det her sommer?!» sagde han. — Haha! Hvad sagde han til Legoland? — At det var bedre end alle fotos. Og nu vil han også lære dansk! — Så må du anbefale dit kursus! — Det har jeg allerede gjort! Sommerhuset ved Vesterhavet I uge 29 kørte familien til Jylland med en fuld bil. Sommerhuset lå kun to hundrede meter fra stranden. Hver morgen gik de en lang tur langs vandet, og børnene samlede sten og muslinger. Amir badede i havet én gang — vandet var iskoldt, og han løb hurtigt op igen! Om eftermiddagen spillede de spil, og om aftenen grillede de på terrassen. En dag regnede det, og så kørte de til et lille museum og spiste is i bilen. I uge 30 kom Amirs bror fra Iran, og de hentede ham i lufthavnen med et dansk flag. Han tog billeder af alt: havnen, husene og cyklerne — og af sin første regnvejrsdag i juli. «Jeres sommer er som vores vinter,» sagde han og lånte en varm trøje. Men da ugen var slut, sagde han: «Jeg kommer igen næste år!»",d0-l81-t.mp3,,,
Vi skal til Italien i juli.,d0-l81-c2.mp3,,,
Vi har lejet et sommerhus.,d0-l81-c3.mp3,,,
Har du pakket kufferten?,d0-l81-c4.mp3,,,
en ferie,d0-l81-v01.mp3,,,
at holde ferie,d0-l81-v02.mp3,,,
en sommerferie,d0-l81-v03.mp3,,,
en uge 29,d0-l81-v04.mp3,,,
hvor … hen,d0-l81-v05.mp3,,,
at rejse,d0-l81-v06.mp3,,,
udlandet,d0-l81-v07.mp3,,,
et pas,d0-l81-v08.mp3,,,
en kuffert,d0-l81-v09.mp3,,,
at pakke,d0-l81-v10.mp3,,,
en lufthavn,d0-l81-v11.mp3,,,
at flyve (fløj),d0-l81-v12.mp3,,,
at bade,d0-l81-v13.mp3,,,
en strand,d0-l81-v14.mp3,,,
Vesterhavet,d0-l81-v15.mp3,,,
at fryse (frøs),d0-l81-v16.mp3,,,
velkommen tilbage,d0-l81-v18.mp3,,,
en sten,d0-l81-v19.mp3,,,
en musling,d0-l81-v20.mp3,,,
iskold,d0-l81-v21.mp3,,,
at grille,d0-l81-v22.mp3,,,
— Vi skal til Jylland i uge 29. Vi har lejet et sommerhus ved Vesterhavet. — Og i uge 30 kommer min bror fra Iran og besøger os! — Og uge 31? — Der skal vi bare slappe af derhjemme. Tre uger — tre slags ferie!,d0-l81-r1.mp3,,,
Men han frøs hele tiden — «Er det her sommer?!» sagde han.,d0-l81-r2.mp3,,,
vi har lejet et sommerhus,d0-l81-l9.mp3,,,
"Amir badede i havet én gang — vandet var iskoldt, og han løb hurtigt op igen!",d0-l81-r14.mp3,,,
En helt almindelig uge — og jeg klarede det hele selv.,d0-l82-a.mp3,,,
"En uge i familiens liv Mandag: Amir afleverer Sara klokken otte. I garderoben hænger en besked: turdag på torsdag — husk gummistøvler! Tirsdag: Sara hoster. Amir ringer til lægehuset: «Jeg vil gerne bestille en tid til min datter.» De får en tid samme eftermiddag. Lægen siger, det ikke er alvorligt — ingen recept, bare ro og vand. Onsdag: Der kommer en mail fra udlejeren: Huslejen stiger med 200 kroner fra januar. Amir læser kontrakten — det står der faktisk, paragraf otte. Ærgerligt, men okay. Torsdag: En «bank» ringer om et «problem» med kontoen. Amir smiler, siger «Jeg ringer selv til min bank», og lægger på. Bagefter betaler han to regninger i netbank — godkendt med MitID på tredive sekunder. Fredag: Ved frokosten spørger kollegerne: «Hvor skal I hen i sommerferien?» — «Vi skal til Vesterhavet i uge 29. Sommerhuset er allerede bestilt!» Lørdag: Familien pakker ikke kufferter — de bager boller og ser en film. Nogle uger er de bedste uger dem, hvor der ikke sker noget særligt. Søndag aften skriver Amir i sin dagbog — på dansk: «En helt almindelig uge. Og jeg klarede det hele selv.» Det er måske den fineste sætning, han har skrevet. Søndag aften — Nå, Sara sover. Sikke en uge, hva'? — Ja! Lægetid, turdag, husleje og en falsk bank … og alt gik godt. — Fordi vi kunne sproget! Husker du vores første år? Da forstod vi ingenting. — Ja, dengang tog alting tre dage. Nu bestiller jeg en tid på to minutter. — Og du lagde bare på, da «banken» ringede. Flot! — Haha, tak. Jeg ringer altid selv til det rigtige nummer. — Hvad skal vi i næste uge? — Sara skal til lægen igen — bare en kontrol. Og vi skal betale to regninger. — Det klarer vi i netbank på fem minutter. — Og så skal vi planlægge sommerferien! Uge 29 kommer hurtigt. — Skal vi til Vesterhavet igen? — Ja! Men først: te, tæppe og ro. Det har vi fortjent. — Enig. Skål i te — for en helt almindelig, god uge!",d0-l82-t.mp3,,,
Husk flyverdragt — turdag!,d0-l82-c1.mp3,,,
at aflevere og hente,d0-l82-v01.mp3,,,
at godkende med MitID,d0-l82-v05.mp3,,,
hvor skal I hen?,d0-l82-v06.mp3,,,
at stige med,d0-l82-v07.mp3,,,
ærgerligt,d0-l82-v08.mp3,,,
en dagbog,d0-l82-v09.mp3,,,
at klare,d0-l82-v10.mp3,,,
det hele,d0-l82-v11.mp3,,,
selv,d0-l82-v12.mp3,,,
en kontrol,d0-l82-v13.mp3,,,
at planlægge,d0-l82-v14.mp3,,,
at fortjene,d0-l82-v15.mp3,,,
enig,d0-l82-v16.mp3,,,
ro,d0-l82-v17.mp3,,,
skål,d0-l82-v19.mp3,,,
almindelig,d0-l82-v20.mp3,,,
næste uge,d0-l82-v21.mp3,,,
"Der kommer en mail fra udlejeren: Huslejen stiger med 200 kroner fra januar. Amir læser kontrakten — det står der faktisk, paragraf otte.",d0-l82-r1.mp3,,,
huslejen stiger med to hundrede kroner,d0-l82-l9.mp3,,,
vi skal til Vesterhavet i uge 29,d0-l82-l10.mp3,,,
"— Og du lagde bare på, da «banken» ringede. Flot! — Haha, tak. Jeg ringer altid selv til det rigtige nummer.",d0-l82-r13.mp3,,,
"Jeg har boet i Danmark i tre år, og nu går det meget bedre.",d0-l26-a.mp3,,,
"Mit liv i Danmark Jeg har boet i Danmark i tre år. Da jeg kom, kunne jeg ikke tale dansk — nu går det meget bedre! Jeg arbejder deltid i en genbrugsbutik. Mine kolleger er søde, og min chef siger, at jeg er hurtig. Om onsdagen træner jeg i en klub, fordi det er sundt og hyggeligt. I weekenden ser jeg ofte mine venner. Nogle gange spiller vi fodbold i parken. Sidste måned væltede jeg på min cykel og slog armen — men heldigvis var den ikke brækket! Næste år vil jeg tale flydende dansk. Det er min store drøm. Hvad har jeg lært på dette niveau? Rigtig meget! Nu kan jeg fortælle om mit arbejde, min familie og min fritid. Jeg kan fortælle en historie med først, så og til sidst. Min lærer siger: Sprog er som motion — man skal træne tit. Derfor læser jeg dansk hver dag, og jeg taler med mine naboer i haven. Nogle dage er svære, men jeg giver ikke op, fordi min drøm venter. Tillykke — du er færdig med niveau to! Vi ses på niveau tre. Den sidste dag på niveau to — Tillykke, alle sammen! I er færdige med niveau to. Hvordan har det været? — Svært! Men da jeg forstod «bilen» og «huset», blev alt nemmere. — Godt! Reza, hvad har du lært? — Jeg har lært at fortælle om min familie. Min bror elsker sin kone og sine børn — ikke hans! — Perfekt eksempel! Og du, Fatima? — Jeg kan bruge fordi og når. Jeg øver hver dag, fordi jeg vil tale flydende. — Flot! Hvad var det sværeste? — Da og når! Men nu husker jeg reglen: da om én gang i fortiden, når om hver gang. — I har alle gjort det godt. Har I nogen spørgsmål? — Ja — hvornår begynder niveau tre? — Haha! På mandag. Men først: weekend! I har fortjent nogle rolige dage. — Tak! Og tak for denne gang! — Selv tak. Vi ses på mandag — på dansk, selvfølgelig!",d0-l26-t.mp3,,,
Jeg har boet her i tre år.,d0-l26-c1.mp3,,,
"Da jeg kom, kunne jeg ikke tale dansk.",d0-l26-c2.mp3,,,
Lars elsker sin kone.,d0-l26-c3.mp3,,,
Skal vi lave noget i weekenden?,d0-l26-c4.mp3,,,
bilen,d0-l26-v01.mp3,,,
venner,d0-l26-v02.mp3,,,
sin/sit/sine,d0-l26-v03.mp3,,,
da / når,d0-l26-v05.mp3,,,
som,d0-l26-v07.mp3,,,
noget / nogen / nogle,d0-l26-v08.mp3,,,
flydende,d0-l26-v09.mp3,,,
en drøm,d0-l26-v10.mp3,,,
derfor,d0-l26-v11.mp3,,,
at give op,d0-l26-v12.mp3,,,
rigtig,d0-l26-v16.mp3,,,
at lære,d0-l26-v18.mp3,,,
et eksempel,d0-l26-v19.mp3,,,
en regel (reglen),d0-l26-v20.mp3,,,
det sværeste,d0-l26-v21.mp3,,,
tak for denne gang,d0-l26-v22.mp3,,,
alle sammen,d0-l26-v23.mp3,,,
"Mit liv i Danmark Jeg har boet i Danmark i tre år. Da jeg kom, kunne jeg ikke tale dansk — nu går det meget bedre! Jeg arbejder deltid i en genbrugsbutik. Mine kolleger er søde, og min chef siger, at jeg er hurtig. Om onsdagen træner jeg i en klub, fordi det er sundt og hyggeligt. I weekenden ser jeg ofte mine venner. Nogle gange spiller vi fodbold i parken. Sidste måned væltede jeg på min cykel og slog armen — men heldigvis var den ikke brækket! Næste år vil jeg tale flydende dansk. Det er min store drøm.",d0-l26-r11.mp3,,,
det er min store drøm,d0-l26-l13.mp3,,,
"Min lærer siger: Sprog er som motion — man skal træne tit. Derfor læser jeg dansk hver dag, og jeg taler med mine naboer i haven.",d0-l26-r14.mp3,,,
jeg giver ikke op,d0-l26-l15.mp3,,,
"— Men nu husker jeg reglen: da om én gang i fortiden, når om hver gang.",d0-l26-r18.mp3,,,
I går var jeg hjemme hele dagen.,d0-l116-a.mp3,,,
"I går var det en helt almindelig dag. Jeg stod op klokken syv, og jeg var lidt træt, fordi jeg gik sent i seng. Til morgenmad spiste jeg havregryn og drak en kop kaffe. Så gik jeg ned til stationen og tog toget ind til byen. På arbejdet havde vi et møde, og min chef fik en god idé. Efter frokost ringede min mor og spurgte, hvordan jeg havde det. Om eftermiddagen kom min kollega forbi med kage, fordi det var hendes fødselsdag. Vi var alle sammen glade. Da jeg kom hjem, lavede jeg aftensmad og så lidt fjernsyn. Klokken elleve gik jeg i seng. Det var en rolig, men rigtig god dag.",d0-l116-t.mp3,,,
I går var jeg meget træt.,d0-l116-c1.mp3,,,
Vi havde en god weekend.,d0-l116-c2.mp3,,,
Jeg gik i skole klokken otte.,d0-l116-c3.mp3,,,
Min ven kom for sent.,d0-l116-c4.mp3,,,
Hun fik et brev fra kommunen.,d0-l116-c5.mp3,,,
Vi spiste morgenmad sammen.,d0-l116-c6.mp3,,,
i forgårs,d0-l116-v02.mp3,,,
var (at være),d0-l116-v03.mp3,,,
havde (at have),d0-l116-v04.mp3,,,
gik (at gå),d0-l116-v05.mp3,,,
kom (at komme),d0-l116-v06.mp3,,,
fik (at få),d0-l116-v07.mp3,,,
så (at se),d0-l116-v08.mp3,,,
et møde,d0-l116-v12.mp3,,,
I går stod jeg op klokken syv. Til morgenmad spiste jeg havregryn og drak en kop kaffe. Så gik jeg ned til stationen og tog toget ind til byen.,d0-l116-r2.mp3,,,
I morgen skal jeg til samtale på et nyt job.,d0-l117-a.mp3,,,
"Sara: Hej Noor, hvad skal du i næste uge? Noor: Jeg har mange planer. I morgen skal jeg til tandlægen, og på onsdag skal jeg til samtale på et nyt job. Sara: Det lyder spændende! Vil du gerne have det job? Noor: Ja, jeg vil rigtig gerne. Det er tæt på min lejlighed, og lønnen er god. Til sommer vil jeg også begynde på et danskkursus, så jeg kan blive bedre til at tale. Sara: God idé. Skal vi mødes på lørdag? Noor: Ja, lad os det. Vi kan tage i biografen om eftermiddagen. Bagefter vil jeg gerne spise pizza på den nye restaurant. Sara: Perfekt. Jeg glæder mig rigtig meget. Skal vi sige klokken seks? Noor: Ja, det passer fint. Så ses vi på lørdag. Sara: Super. Vi ses, Noor. Hej hej.",d0-l117-t.mp3,,,
Jeg skal til lægen i morgen.,d0-l117-c1.mp3,,,
Vi skal flytte næste måned.,d0-l117-c2.mp3,,,
Jeg vil gerne lære at svømme.,d0-l117-c3.mp3,,,
Til sommer rejser vi til Norge.,d0-l117-c5.mp3,,,
Næste uge begynder mit nye job.,d0-l117-c6.mp3,,,
skal (at skulle),d0-l117-v01.mp3,,,
i overmorgen,d0-l117-v04.mp3,,,
næste måned,d0-l117-v06.mp3,,,
til sommer,d0-l117-v07.mp3,,,
en plan,d0-l117-v08.mp3,,,
at glæde sig,d0-l117-v10.mp3,,,
"Noor: I morgen skal jeg til tandlægen, og på onsdag skal jeg til samtale på et nyt job.",d0-l117-r2.mp3,,,
Jeg kan desværre ikke komme på arbejde i dag.,d0-l118-a.mp3,,,
"Klokken syv om morgenen ringer Reza til sin chef. Reza: Godmorgen, det er Reza. Jeg er desværre blevet syg i nat, og jeg kan ikke komme på arbejde i dag. Chef: Åh, det var ærgerligt. Hvordan har du det? Reza: Jeg har feber og ondt i halsen. Jeg tror, jeg skal blive hjemme og hvile mig. Chef: Ja, selvfølgelig. Bliv du bare hjemme. Jeg skriver til de andre om vagtplanen. Kan du komme i morgen? Reza: Det håber jeg. Jeg ringer igen i aften og siger, hvordan det går. Chef: Tak, fordi du ringede tidligt. God bedring, Reza. Reza: Tak skal du have. Hej hej.",d0-l118-t.mp3,,,
Jeg kan desværre ikke komme i dag.,d0-l118-c1.mp3,,,
Vi holder pause klokken tolv.,d0-l118-c2.mp3,,,
Hvornår har jeg vagt i morgen?,d0-l118-c3.mp3,,,
Min kollega er meget venlig.,d0-l118-c4.mp3,,,
Jeg er blevet syg.,d0-l118-c5.mp3,,,
Kan du tage min vagt?,d0-l118-c6.mp3,,,
en vagt,d0-l118-v04.mp3,,,
en vagtplan,d0-l118-v05.mp3,,,
at sygemelde sig,d0-l118-v06.mp3,,,
en sygemelding,d0-l118-v07.mp3,,,
ondt i halsen,d0-l118-v10.mp3,,,
desværre,d0-l118-v11.mp3,,,
at hvile sig,d0-l118-v12.mp3,,,
God bedring!,d0-l118-v13.mp3,,,
"Reza: Jeg er desværre blevet syg i nat, og jeg kan ikke komme på arbejde i dag. Chef: Hvordan har du det? Reza: Jeg har feber og ondt i halsen.",d0-l118-r2.mp3,,,
"Amir kommer ind til mødet ti minutter for sent. Amir: Undskyld, jeg kommer for sent. Bussen var forsinket. Lene: Det gør ikke noget. Kom bare ind og sæt dig. Hvordan har du det? Amir: Jeg har det fint, men jeg er lidt nervøs i dag. Jeg skal holde et lille oplæg. Lene: Det skal nok gå. Du er godt forberedt. Amir: Tak, det er sødt af dig at sige. Lene: Selv tak. Vil du have en kop kaffe, før vi begynder? Amir: Ja tak, det vil jeg gerne. Lene: Værsgo. Amir: Mange tak for hjælpen. Lene: Det var så lidt. Nu er du klar. Amir: Ja, nu er jeg glad og rolig.",d0-l119-t.mp3,,,
Jeg er meget glad i dag.,d0-l119-c1.mp3,,,
Jeg er lidt nervøs for prøven.,d0-l119-c2.mp3,,,
Det gør ikke noget.,d0-l119-c4.mp3,,,
Tak for hjælpen! — Det var så lidt.,d0-l119-c5.mp3,,,
sur,d0-l119-v05.mp3,,,
Undskyld,d0-l119-v06.mp3,,,
Det gør ikke noget,d0-l119-v07.mp3,,,
Det var så lidt,d0-l119-v08.mp3,,,
Selv tak,d0-l119-v09.mp3,,,
at være forsinket,d0-l119-v11.mp3,,,
et oplæg,d0-l119-v12.mp3,,,
forberedt,d0-l119-v13.mp3,,,
"Amir: Jeg har det fint, men jeg er lidt nervøs i dag. Jeg skal holde et lille oplæg.",d0-l119-r2.mp3,,,
Gå ligeud og drej til venstre ved torvet.,d0-l120-a.mp3,,,
"Turist: Undskyld, kan du hjælpe mig? Hvor er banegården? Lokal: Ja, selvfølgelig. Du går ligeud ad denne gade. Ved det store torv drejer du til venstre. Turist: Okay, ligeud og så til venstre ved torvet. Er det langt herfra? Lokal: Nej, det tager kun cirka fem minutter til fods. Banegården ligger overfor et stort hotel, så du kan ikke gå forkert. Turist: Godt. Og hvordan kommer jeg til apoteket bagefter? Lokal: Apoteket er let at finde. Det ligger ved siden af banegården, til højre for indgangen. Turist: Perfekt. Og er der en café i nærheden? Lokal: Ja, der er en lille café mellem apoteket og hotellet. Turist: Mange tak for hjælpen. Lokal: Det var så lidt. God tur! Turist: Tak, i lige måde. Hej hej.",d0-l120-t.mp3,,,
Hvor er stationen?,d0-l120-c1.mp3,,,
Hvordan kommer jeg til biblioteket?,d0-l120-c2.mp3,,,
Gå ligeud og drej til højre.,d0-l120-c3.mp3,,,
Apoteket ligger til venstre.,d0-l120-c4.mp3,,,
Banken er overfor posthuset.,d0-l120-c5.mp3,,,
Supermarkedet er ved siden af skolen.,d0-l120-c6.mp3,,,
overfor,d0-l120-v04.mp3,,,
en banegård,d0-l120-v08.mp3,,,
at dreje,d0-l120-v11.mp3,,,
at ligge,d0-l120-v12.mp3,,,
et kort,d0-l120-v13.mp3,,,
Lokal: Du går ligeud ad denne gade. Ved det store torv drejer du til venstre. Banegården ligger overfor et stort hotel.,d0-l120-r2.mp3,,,
"Jeg vil gerne have klippet håret, men ikke for kort.",d0-l154-a.mp3,,,
"Sofie kommer ind hos frisøren og siger hej til Mette. «Hej, jeg har bestilt en tid klokken to,» siger Sofie. Mette smiler: «Ja, velkommen. Sæt dig her. Hvad skal vi lave i dag?» Sofie kigger i spejlet. «Jeg vil gerne have klippet håret, men ikke for kort. Måske to centimeter kortere. Og jeg vil gerne have vasket det først.» Mette nikker. «Selvfølgelig. Vil du også have det føntørret bagefter?» «Ja tak, det lyder godt.» Efter en time er Sofie færdig. Hun er glad for resultatet. «Hvor meget bliver det?» spørger hun. «Det bliver 350 kroner,» svarer Mette. Sofie betaler med kort og siger: «Behold de sidste ti kroner. Tak for hjælpen!» Mette takker og siger farvel. «Vi ses næste gang!»",d0-l154-t.mp3,,,
Jeg vil gerne bestille en tid til på fredag.,d0-l154-c1.mp3,,,
"Jeg vil gerne have klippet håret, ikke for kort.",d0-l154-c2.mp3,,,
Kan du vaske og føntørre det bagefter?,d0-l154-c3.mp3,,,
Hvad koster en herreklip?,d0-l154-c4.mp3,,,
Behold resten – tak for hjælpen.,d0-l154-c5.mp3,,,
en frisør,d0-l154-v01.mp3,,,
at klippe,d0-l154-v03.mp3,,,
at vaske,d0-l154-v04.mp3,,,
at farve,d0-l154-v05.mp3,,,
at føntørre,d0-l154-v06.mp3,,,
håret,d0-l154-v07.mp3,,,
kort / kortere,d0-l154-v08.mp3,,,
et spejl,d0-l154-v09.mp3,,,
en herreklip,d0-l154-v10.mp3,,,
en dameklip,d0-l154-v11.mp3,,,
drikkepenge,d0-l154-v12.mp3,,,
Behold resten,d0-l154-v14.mp3,,,
et resultat,d0-l154-v15.mp3,,,
"Sofie siger til frisøren: «Jeg vil gerne have klippet håret, men ikke for kort – kun to centimeter kortere. Og vask det gerne først.»",d0-l154-r1.mp3,,,
Han skal have sin madpakke med i skole.,d0-l155-a.mp3,,,
"Det er morgen hjemme hos familien Holm. «Emil, husk at du skal have din madpakke med i dag,» siger far. Emil kigger i tasken. «Har jeg lavet mine lektier?» spørger han. «Ja, du lavede dem i går,» svarer far. «Godt. Og i dag skal vi have gymnastik, så jeg skal have gymnastiktøj med.» Mor kommer ind med en besked. «Jeg har lige læst på Aula, at klassen skal på tur på fredag. I skal have en ekstra madpakke med den dag.» Emil bliver glad. «Må jeg lave en legeaftale med Noah efter skole?» «Ja, men først skal du hjem og skifte tøj,» siger mor. Emil tager tasken og løber ud. «Vi ses klokken tre! Hej hej!»",d0-l155-t.mp3,,,
Han skal have en madpakke med i skole.,d0-l155-c1.mp3,,,
Du skal lave dine lektier før aftensmad.,d0-l155-c2.mp3,,,
Vi skal til en fødselsdag på lørdag.,d0-l155-c3.mp3,,,
Jeg har skrevet en besked på Aula.,d0-l155-c4.mp3,,,
Skal vi lave en legeaftale på onsdag?,d0-l155-c5.mp3,,,
et barn / børn,d0-l155-v01.mp3,,,
lektier,d0-l155-v03.mp3,,,
gymnastiktøj,d0-l155-v05.mp3,,,
Aula,d0-l155-v07.mp3,,,
en legeaftale,d0-l155-v08.mp3,,,
at skifte tøj,d0-l155-v13.mp3,,,
en forælder / forældre,d0-l155-v14.mp3,,,
Mor skriver på Aula: «Klassen skal på tur på fredag. Alle børn skal have en ekstra madpakke og godt tøj med.»,d0-l155-r1.mp3,,,
Har du lavet dine lektier?,d0-l155-l4.mp3,,,
"Hvis det regner, bliver vi hjemme.",d0-l156-a.mp3,,,
"Det er fredag aften. Laura ringer til sin veninde Ida. «Hej Ida, skal vi stadig i parken i morgen?» spørger Laura. Ida kigger ud ad vinduet. «Jeg er ikke sikker. Det ser ud til at regne i morgen.» Laura tænker lidt. «Hvis det regner, kan vi tage på museum i stedet for. Der er en ny udstilling.» «God idé!» siger Ida. «Og hvis vejret bliver godt, går vi en lang tur ved søen.» «Perfekt. Vi bestemmer os i morgen tidlig, når vi ser vejret.» Næste morgen skinner solen. Laura sender en besked: «Sikke et dejligt vejr! Vi skal til søen alligevel. Vi mødes klokken elleve.» Ida svarer hurtigt: «Ja tak! Jeg glæder mig. Vi ses!»",d0-l156-t.mp3,,,
Vi tager i biografen i stedet for i parken.,d0-l156-c2.mp3,,,
Vi skal til stranden på lørdag.,d0-l156-c3.mp3,,,
Jeg vil hellere blive hjemme.,d0-l156-c4.mp3,,,
Det ser ud til at blive solskin.,d0-l156-c5.mp3,,,
solskin,d0-l156-v04.mp3,,,
en sky / skyer,d0-l156-v05.mp3,,,
at blæse / blæst,d0-l156-v06.mp3,,,
koldt / varmt,d0-l156-v07.mp3,,,
en plan / at planlægge,d0-l156-v08.mp3,,,
i stedet for,d0-l156-v09.mp3,,,
en udstilling,d0-l156-v10.mp3,,,
alligevel,d0-l156-v13.mp3,,,
at bestemme sig,d0-l156-v15.mp3,,,
"Laura skriver til Ida: «Hvis det regner i morgen, tager vi på museum i stedet for i parken. Men hvis solen skinner, går vi en tur ved søen.»",d0-l156-r1.mp3,,,
Det ser ud til at regne i morgen.,d0-l156-l4.mp3,,,
Tag én tablet to gange om dagen efter maden.,d0-l173-a.mp3,,,
"Layla har ondt i halsen og går ind på apoteket. «Hej, har I noget mod ondt i halsen?» spørger hun. «Ja,» siger farmaceuten. «Vi har både halstabletter og en spray. Har du også feber?» «Lidt,» svarer Layla. «Så kan du tage noget mod feber samtidig. Det her er håndkøb, så du behøver ikke en recept.» Layla kigger på pakken og spørger: «Hvor tit skal jeg tage tabletterne?» «Tag én tablet to eller tre gange om dagen, gerne efter maden,» siger farmaceuten. «Og hvis du ikke får det bedre efter fire dage, så gå til lægen.» «Har de nogen bivirkninger?» spørger Layla. «De kan gøre dig lidt træt, men ellers er de sikre.» Layla betaler og siger tak. «God bedring!» svarer farmaceuten med et smil.",d0-l173-t.mp3,,,
Har I noget mod hovedpine?,d0-l173-c1.mp3,,,
"Er det receptpligtigt, eller er det håndkøb?",d0-l173-c2.mp3,,,
Har den nogen bivirkninger?,d0-l173-c4.mp3,,,
Tag den morgen og aften efter maden.,d0-l173-c5.mp3,,,
en farmaceut,d0-l173-v02.mp3,,,
en medicin,d0-l173-v03.mp3,,,
receptpligtig,d0-l173-v05.mp3,,,
et håndkøb,d0-l173-v06.mp3,,,
en dosis,d0-l173-v08.mp3,,,
en bivirkning,d0-l173-v09.mp3,,,
en hovedpine,d0-l173-v10.mp3,,,
en feber,d0-l173-v11.mp3,,,
en hoste,d0-l173-v12.mp3,,,
"«Tag én tablet to eller tre gange om dagen, gerne efter maden. Og hvis du ikke får det bedre efter fire dage, så gå til lægen.»",d0-l173-r1.mp3,,,
"Hvad koster den lampe, og er den i god stand?",d0-l174-a.mp3,,,
"Det er lørdag, og Omar er på loppemarked med sin ven. Han ser en gammel lampe og spørger sælgeren: «Hvad koster den?» «Den koster 80 kroner,» svarer sælgeren. «Er den i god stand?» spørger Omar. «Ja, den virker fint, og den er næsten som ny.» Omar synes, at 80 kroner er lidt for meget. «Kan du gå lidt ned i pris?» spørger han. Sælgeren tænker sig om. «Du kan få den for 60 kroner.» «Det lyder godt. Den tager jeg,» siger Omar med et smil. Så ser hans ven et gammelt bord. «Hvad koster det?» spørger han. «Det koster 150 kroner, men det er i rigtig god stand.» Vennen prutter også lidt, og til sidst køber han bordet for 120 kroner. På vejen hjem siger Omar: «Man kan altid gøre et godt køb på et loppemarked — og det er også godt for miljøet.»",d0-l174-t.mp3,,,
Hvad koster den lampe?,d0-l174-c1.mp3,,,
Hvad koster det gamle bord?,d0-l174-c2.mp3,,,
Er den i god stand?,d0-l174-c3.mp3,,,
Kan du gå lidt ned i pris?,d0-l174-c4.mp3,,,
Den tager jeg — det er et godt tilbud.,d0-l174-c5.mp3,,,
et genbrug,d0-l174-v01.mp3,,,
et loppemarked,d0-l174-v03.mp3,,,
en sælger,d0-l174-v04.mp3,,,
en køber,d0-l174-v05.mp3,,,
brugt,d0-l174-v06.mp3,,,
en pris,d0-l174-v07.mp3,,,
at prutte,d0-l174-v09.mp3,,,
i god stand,d0-l174-v10.mp3,,,
næsten som ny,d0-l174-v11.mp3,,,
at gå ned i pris,d0-l174-v12.mp3,,,
et godt køb,d0-l174-v13.mp3,,,
et miljø,d0-l174-v14.mp3,,,
"«Den koster 80 kroner,» svarer sælgeren. Omar prutter lidt, og sælgeren siger: «Du kan få den for 60 kroner.» «Det lyder godt. Den tager jeg,» siger Omar.",d0-l174-r1.mp3,,,
"Han siger, at han ikke kommer til festen.",d0-l27-a.mp3,,,
